iter	Passed	Remaining
437	1373	1762
438	1376	1759
439	1383	1761
440	1388	1759
441	1392	1758
442	1396	1756
443	1400	1753
444	1402	1749
445	1406	1746
446	1410	1744
447	1414	1742
448	1416	1738
449	1419	1735
450	1422	1731
451	1425	1728
452	1428	1725
453	1431	1721
454	1434	1718
455	1437	1714
456	1439	1710
457	1442	1707
458	1445	1704
459	1448	1700
460	1451	1697
461	1454	1693
462	1457	1690
463	1460	1687
464	1463	1683
465	1466	1680
466	1469	1676
467	1472	1673
468	1475	1670
469	1478	1667
470	1481	1663
471	1484	1660
472	1486	1656
473	1490	1653
474	1493	1650
475	1496	1647
476	1498	1643
477	1502	1640
478	1504	1636
479	1507	1633
480	1510	1630
481	1513	1626
482	1516	1623
483	1519	1620
484	1522	1616
485	1525	1613
486	1528	1610
487	1531	1606
488	1534	1603
489	1537	1600
490	1540	1597
491	1543	1594
492	1547	1591
493	1550	1587
494	1553	1584
495	1555	1580
496	1559	1578
497	1562	1574
498	1565	1571
499	1568	1568
500	1571	1565
501	1574	1561
502	1577	1558
503	1580	1555
504	1583	1552
505	1586	1549
506	1589	1545
507	1592	1542
508	1595	1539
509	1599	1536
510	1602	1533
511	1605	1530
512	1608	1526
513	1611	1523
514	1614	1520
515	1617	1517
516	1620	1514
517	1623	1510
518	1626	1507
519	1629	1504
520	1632	1500
521	1635	1497
522	1638	1494
523	1641	1491
524	1644	1488
525	1647	1484
526	1651	1481
527	1654	1478
528	1657	1475
529	1660	1472
530	1663	1469
531	1666	1465
532	1669	1462
533	1672	1459
534	1675	1456
535	1678	1452
536	1681	1449
537	1684	1446
538	1687	1443
539	1690	1439
540	1693	1436
541	1696	1433
542	1698	1429
543	1702	1426
544	1704	1423
545	1707	1420
546	1710	1416
547	1713	1413
548	1716	1410
549	1719	1407
550	1722	1403
551	1725	1400
552	1728	1397
553	1731	1394
554	1734	1390
555	1737	1387
556	1740	1384
557	1743	1380
558	1747	1378
559	1750	1375
560	1753	1372
561	1756	1368
562	1759	1365
563	1762	1362
564	1765	1359
565	1768	1355
566	1771	1352
567	1774	1349
568	1777	1346
569	1780	1342
570	1782	1339
571	1786	1336
572	1788	1333
573	1792	1330
574	1795	1326
575	1798	1323
576	1801	1320
577	1804	1317
578	1807	1314
579	1810	1311
580	1813	1308
581	1817	1305
582	1819	1301
583	1823	1298
584	1826	1295
585	1829	1292
586	1832	1289
587	1835	1286
588	1838	1283
589	1842	1280
590	1845	1276
591	1848	1273
592	1851	1270
593	1854	1267
594	1857	1264
595	1861	1261
596	1864	1258
597	1867	1255
598	1870	1252
599	1873	1249
600	1876	1245
601	1880	1242
602	1883	1239
603	1886	1237
604	1889	1233
605	1893	1231
606	1896	1227
607	1900	1225
608	1903	1222
609	1906	1219
610	1910	1216
611	1913	1213
612	1916	1210
613	1920	1207
614	1923	1204
615	1926	1201
616	1930	1198
617	1933	1194
618	1936	1191
619	1939	1188
620	1942	1185
621	1945	1182
622	1948	1179
623	1951	1176
624	1955	1173
625	1958	1170
626	1961	1167
627	1964	1163
628	1967	1160
629	1971	1157
630	1974	1154
631	1977	1151
632	1980	1148
633	1983	1145
634	1986	1142
635	1989	1138
636	1993	1135
637	1996	1132
638	1999	1129
639	2002	1126
640	2005	1123
641	2008	1120
642	2012	1117
643	2016	1114
644	2019	1111
645	2022	1108
646	2025	1105
647	2028	1101
648	2032	1099
649	2035	1095
650	2038	1092
651	2041	1089
652	2044	1086
653	2047	1083
654	2050	1080
655	2053	1076
656	2057	1074
657	2060	1071
658	2064	1068
659	2067	1064
660	2070	1061
661	2073	1058
662	2076	1055
663	2079	1052
664	2083	1049
665	2086	1046
666	2089	1043
667	2092	1039
668	2096	1037
669	2099	1033
670	2102	1030
671	2105	1027
672	2108	1024
673	2111	1021
674	2114	1018
675	2117	1015
676	2121	1011
677	2123	1008
678	2127	1005
679	2130	1002
680	2133	999
681	2136	996
682	2140	993
683	2143	990
684	2146	987
685	2149	984
686	2153	981
687	2156	977
688	2159	974
689	2162	971
690	2166	968
691	2169	965
692	2172	962
693	2175	959
694	2178	956
695	2182	953
696	2185	950
697	2188	946
698	2192	943
699	2195	940
700	2198	937
701	2201	934
702	2205	931
703	2208	928
704	2211	925
705	2214	922
706	2216	918
707	2219	915
708	2222	912
709	2225	909
710	2228	905
711	2231	902
712	2234	899
713	2237	896
714	2240	893
715	2243	890
716	2246	886
717	2250	883
718	2253	880
719	2256	877
720	2259	874
721	2262	871
722	2265	867
723	2268	864
724	2271	861
725	2274	858
726	2277	855
727	2280	852
728	2283	848
729	2286	845
730	2289	842
731	2292	839
732	2295	836
733	2297	832
734	2300	829
735	2303	826
736	2306	823
737	2309	819
738	2312	816
739	2315	813
740	2318	810
741	2321	807
742	2324	804
743	2327	800
744	2330	797
745	2333	794
746	2336	791
747	2339	788
748	2342	785
749	2345	781
750	2348	778
751	2351	775
752	2354	772
753	2357	769
754	2360	766
755	2364	763
756	2366	759
757	2370	756
758	2373	753
759	2376	750
760	2378	747
761	2382	744
762	2385	740
763	2388	737
764	2391	734
765	2394	731
766	2397	728
767	2400	725
768	2403	722
769	2406	718
770	2409	715
771	2412	712
772	2415	709
773	2418	706
774	2421	703
775	2424	699
776	2427	696
777	2430	693
778	2433	690
779	2436	687
780	2439	684
781	2442	680
782	2445	677
783	2448	674
784	2451	671
785	2454	668
786	2457	665
787	2460	661
788	2463	658
789	2466	655
790	2469	652
791	2472	649
792	2475	646
793	2479	643
794	2481	639
795	2485	636
796	2487	633
797	2490	630
798	2494	627
799	2497	624
800	2500	621
801	2503	618
802	2506	614
803	2509	611
804	2512	608
805	2515	605
806	2518	602
807	2521	599
808	2524	596
809	2527	592
810	2530	589
811	2533	586
812	2536	583
813	2539	580
814	2542	577
815	2545	574
816	2548	570
817	2551	567
818	2554	564
819	2557	561
820	2560	558
821	2563	555
822	2566	551
823	2569	548
824	2572	545
825	2575	542
826	2578	539
827	2581	536
828	2583	533
829	2587	529
830	2590	526
831	2593	523
832	2596	520
833	2599	517
834	2602	514
835	2605	511
836	2608	508
837	2611	504
838	2614	501
839	2617	498
840	2620	495
841	2623	492
842	2626	489
843	2629	485
844	2631	482
845	2634	479
846	2637	476
847	2640	473
848	2643	470
849	2646	467
850	2649	463
851	2652	460
852	2661	458
853	2666	455
854	2671	453
855	2674	449
856	2677	446
857	2680	443
858	2685	440
859	2688	437
860	2692	434
861	2695	431
862	2698	428
863	2702	425
864	2704	422
865	2707	419
866	2710	415
867	2713	412
868	2716	409
869	2719	406
870	2722	403
871	2725	400
872	2728	396
873	2731	393
874	2734	390
875	2737	387
876	2740	384
877	2743	381
878	2746	378
879	2749	374
880	2752	371
881	2755	368
882	2758	365
883	2761	362
884	2764	359
885	2767	356
886	2771	353
887	2774	349
888	2776	346
889	2779	343
890	2782	340
891	2785	337
892	2788	334
893	2791	331
894	2794	327
895	2798	324
896	2801	321
897	2804	318
898	2807	315
899	2810	312
900	2812	309
901	2815	305
902	2818	302
903	2821	299
904	2824	296
905	2827	293
906	2830	290
907	2833	287
908	2836	283
909	2839	280
910	2842	277
911	2845	274
912	2848	271
913	2851	268
914	2854	265
915	2857	262
916	2860	258
917	2863	255
918	2866	252
919	2869	249
920	2872	246
921	2875	243
922	2878	240
923	2881	236
924	2883	233
925	2887	230
926	2890	227
927	2894	224
928	2897	221
929	2901	218
930	2904	215
931	2907	212
932	2910	208
933	2913	205
934	2916	202
935	2919	199
936	2922	196
937	2925	193
938	2928	190
939	2931	187
940	2933	183
941	2936	180
942	2939	177
943	2942	174
944	2945	171
945	2948	168
946	2951	165
947	2954	162
948	2958	158
949	2960	155
950	2964	152
951	2967	149
952	2970	146
953	2973	143
954	2976	140
955	2979	137
956	2982	134
957	2985	130
958	2987	127
959	2990	124
960	2993	121
961	2996	118
962	2999	115
963	3003	112
964	3006	109
965	3009	105
966	3012	102
967	3015	99
968	3018	96
969	3021	93
970	3024	90
971	3027	87
972	3030	84
973	3032	80
974	3036	77
975	3039	74
976	3042	71
977	3044	68
978	3048	65
979	3051	62
980	3054	59
981	3057	56
982	3060	52
983	3063	49
984	3066	46
985	3069	43
986	3072	40
987	3075	37
988	3077	34
989	3080	31
990	3083	28
991	3086	24
992	3089	21
993	3092	18
994	3095	15
995	3098	12
996	3101	9
997	3104	6
998	3106	3
999	3109	0
